thetadot,force,xdot,t,x,theta
0.0,1.0,0.0,0.0,0.0,3.141592653589793
-1.0,1.0,1.0,0.02,0.02,3.1215926535897931
-1.9554136933675061,1.0,1.9595293312422095,0.04,0.059190586624844194,3.0824843797224428
-2.8619063912444811,1.0,2.8792184524168065,0.06,0.11677495567318033,3.0252462518975531
-3.7126672204310527,1.0,3.758700818857271,0.08,0.19194897205032574,2.9509929074889323
-4.4980990031178258,-0.99993753932320673,4.5964736661674879,0.1,0.28387844537367551,2.8610309274265759
-3.2992543098951543,-0.99994542642218498,3.4053843282330769,0.12,0.35198613193833705,2.7950458412286729
-2.163481198514289,-0.99994542644213991,2.2686749171059484,0.14,0.39735963028045601,2.7517762172583873
-1.0848840594520279,-0.99996134148355964,1.1832041493768397,0.16,0.42102371326799282,2.7300785360693469
-0.054324546872216217,-0.99997835274803393,0.14440093821513322,0.18,0.42391173203229549,2.7289920451319025
0.93762247096712259,-0.96291052721237269,-0.8525328328562537,0.2,0.40686107537517041,2.7477444945512448
1.8651060402835471,-0.96291058970186161,-1.7753795684181299,0.22,0.37135348400680779,2.7850466153569156
2.7675197135775367,-0.99499887139844778,-2.6652792638788587,0.24,0.31804789872923062,2.8403970096284663
3.6762819533197373,-0.99999999999998657,-3.555931329235817,0.26,0.24692927214451427,2.9139226486948608
4.5620534261198085,-0.99999999999998668,-4.4197086673870238,0.28,0.1585350987967738,3.0051637172172572
5.4110068729703453,-0.99999999999905742,-5.2496899026011219,0.3,0.053541300744751358,3.1133838546766639
6.208379733929271,0.9999999998957545,-6.041844083227021,0.32,-0.067295580919789072,3.2375514493552493
4.9455475697927698,1.0,-4.7920605083372241,0.34,-0.16313679108653356,3.3364624007511048
3.7298944135662282,1.0,-3.5916795439708511,0.36,-0.2349703819659506,3.4110602890224295
2.5711162940042929,1.0,-2.4437062698999643,0.38,-0.28384450736394989,3.4624826149025152
1.468344025242732,1.0,-1.3468276099255154,0.4,-0.31078105956246022,3.49184949540737
0.41540888403432086,1.0,-0.29750640901987402,0.42,-0.31673118774285769,3.5001576730880566
-0.59553716306694193,1.0,0.70857222626766236,0.44,-0.30255974321750445,3.4882469298267176
-1.5716792954041097,1.0,1.6755774167728925,0.46,-0.26904819488204662,3.4568133439186353
-2.5179573166406053,1.0,2.6069172727878449,0.48,-0.21690984942628971,3.4064541975858234
-3.4358556443834787,1.0,3.5047642621664821,0.5,-0.14681456418296007,3.337737084698154
-4.3223853859540711,1.0,4.3696405172565811,0.52,-0.059421753837828453,3.2512893769790727
-5.169318044345272,1.0,5.200085334182992,0.54,0.044579952845831383,3.1479030160921671
-5.9629948352304911,1.0,5.9925398181460157,0.56,0.1644307492087517,3.0286431193875574
-6.6852419128133329,-0.99693682378227177,6.7416740028568451,0.58,0.29926422926588858,2.8949382811312905
-5.3908302211749453,-0.99994542642595086,5.4562633779827561,0.6,0.40838949682554371,2.7871216767077915
-4.1692565167803153,-0.99994542642611084,4.2263245720965763,0.62,0.49291598826747524,2.7037365463721854
-3.0262296329942497,-0.99994542642611095,3.0560894954542039,0.64,0.5540377781765593,2.6432119537123002
-1.9541880857190492,-0.99994542717782109,1.9423551435662074,0.66,0.59288488104788351,2.6041281919979191
-0.94118639315978059,-0.99997697143868203,0.88002092629644513,0.68,0.61048529957381237,2.5853044641347234
0.025704593996421665,-0.99997835285966474,-0.13654609211721302,0.7000000000000001,0.60775437773146812,2.5858185560146518
